,AnimalID,LABID.x,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX,HAP,mito.haps,USE,GTseq.stratum,Optimization.sample,Main.run,Latitude,Longitude,YR,SOURCE,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,LABID,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin,Status,Concentration,Dried.down
547,195644,195644,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.4559,-124.9965,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195644,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,329,319,Complete,53.61,NA
63,195645,195645,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,48.4576,-125.0055,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195645,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1,Abandoned,51.23,NA
103,195646,195646,NA,NA,NA,NA,NA,F,F2,NA,CCES,CCES,NA,x,48.4565,-125.0101,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195646,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,16,1,Abandoned,59.45,NA
193,195647,195647,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,48.4593,-125.0188,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195647,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,203,167,In.Progress,13.6851,NA
163,195648,195648,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,48.4801,-125.0532,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195648,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,144,95,In.Progress,57.36,NA
19,195649,195649,NA,NA,NA,NA,HI-WA/SBC,F,Aplus,NA,CCES,HI-WA/SBC,x,x,48.4726,-124.913,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,PWF,z0195649,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,16.73,NA
302,195650,195650,NA,NA,NA,NA,NA,F,E2,NA,CCES,CCES,NA,x,48.458,-125.0518,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195650,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,294,279,Complete,45.77,NA
356,195651,195651,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.4645,-125.0154,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195651,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,314,293,Complete,31.97,NA
24,195652,195652,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,48.4254,-124.9691,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Manuel P√©rez Castillo-PUBLIC,z0195652,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,12.86,NA
164,195653,195653,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.3542,-125.3579,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195653,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,144,82,In.Progress,42.03,NA
172,195655,195655,NA,NA,NA,NA,HI-WA/SBC,F,Aminus,NA,CCES,HI-WA/SBC,x,x,48.3237,-125.4128,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"PWF, Chris Gabriele",z0195655,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,182,105,In.Progress,24.68,NA
64,195656,195656,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,48.0146,-125.4192,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195656,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1,Abandoned,27.83,NA
215,195657,195657,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.0171,-125.416,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195657,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,235,211,In.Progress,19.04,NA
56,195658,195658,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,48.02,-125.407,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195658,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,Abandoned,20.5,NA
221,195659,195659,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,48.0211,-125.4069,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195659,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,238,211,In.Progress,19.97,NA
25,195660,195660,195666,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,48.0335,-125.3974,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195660,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,18.23,NA
26,195661,195661,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,48.0303,-125.3868,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195661,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,23.69,NA
127,195662,195662,NA,NA,NA,NA,NA,F,E7,NA,CCES,CCES,NA,x,48.0257,-125.2463,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195662,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,49,11,Abandoned,50.12,NA
185,195663,195663,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E4,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,47.9722,-125.4568,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195663,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,194,105,In.Progress,38.31,NA
151,195664,195664,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,47.9666,-125.4564,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195664,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,113,72,In.Progress,30.37,NA
153,195665,195665,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,CCES,NA,x,47.956,-125.5396,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195665,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,118,70,In.Progress,56.99,NA
325,195667,195667,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,47.9556,-125.5388,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195667,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,304,282,Complete,31.75,NA
250,195668,195668,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,47.9566,-125.5338,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195668,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,262,240,In.Progress,43.25,NA
131,195669,195669,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,47.9553,-125.536,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195669,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,55,26,Abandoned,48.27,NA
152,195670,195670,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,47.9459,-125.5459,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195670,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,117,69,In.Progress,42.12,NA
160,195671,195671,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,47.9477,-125.5445,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195671,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,135,102,In.Progress,41.51,NA
141,195672,195672,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,CCES,NA,x,47.9454,-125.5395,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195672,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,95,44,In.Progress,27.34,NA
231,195673,195673,NA,NA,NA,NA,NA,F,E4,NA,CCES,CCES,NA,x,47.9655,-125.5435,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195673,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,249,220,In.Progress,19.1,NA
155,195674,195674,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,47.924,-125.3161,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195674,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,125,57,In.Progress,37.85,NA
169,195675,195675,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,47.9167,-125.2453,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195675,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,178,131,In.Progress,9.44,NA
277,195677,195677,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,47.957,-125.6333,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195677,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,281,258,Complete,16.11,NA
157,195678,195678,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.0102,-125.6281,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195678,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,129,78,In.Progress,34.44,NA
120,195679,195679,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.0115,-125.6291,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195679,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,33,12,Abandoned,46.84,NA
124,195680,195680,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,48.0194,-125.6284,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195680,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,41,13,Abandoned,35.51,NA
130,195681,195681,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,48.0721,-125.6495,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195681,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,51,19,Abandoned,44.33,NA
188,195682,195682,NA,NA,NA,NA,NA,F,E4,NA,CCES,CCES,NA,x,48.0889,-125.6515,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195682,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,197,157,In.Progress,45.31,NA
199,195683,195683,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,F1,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,48.0845,-125.6564,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195683,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,212,153,In.Progress,30.72,NA
149,195684,195684,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,48.1456,-125.7152,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195684,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,108,60,In.Progress,35.35,NA
40,195685,195685,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,CCES,NA,x,48.1778,-125.6886,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195685,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,Abandoned,11.84,NA
65,195686,195686,NA,NA,NA,NA,NA,M,Mnov_1_E4,NA,CCES,CCES,NA,x,48.1827,-125.6768,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195686,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,Abandoned,58.02,NA
280,195687,195687,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E4,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,47.8449,-125.1627,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195687,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,282,254,Complete,60.5,NA
198,195688,195688,NA,NA,NA,NA,HI-WA/SBC,F,Aplus,NA,CCES,HI-WA/SBC,x,x,47.5491,-124.9072,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Bert Forbes-PUBLIC,z0195688,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,212,151,In.Progress,52.27,NA
165,195689,195689,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,47.5064,-124.881,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195689,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,154,47,In.Progress,48.89,NA
72,195690,195690,NA,NA,NA,NA,SMX,M,Aplus,NA,CCES,SMX,NA,x,47.456,-124.8794,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195690,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,Abandoned,43.23,NA
144,195691,195691,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E10,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,47.4417,-124.8711,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195691,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,102,18,In.Progress,16.11,NA
184,195693,195693,NA,NA,NA,NA,NA,M,E2,NA,CCES,CCES,NA,x,46.9436,-124.7352,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195693,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,192,144,In.Progress,69.87,NA
57,195694,195694,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,Aminus,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,45.9232,-124.359,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195694,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,Abandoned,32.73,NA
132,195695,195695,NA,NA,NA,NA,NA,M,E7,NA,CCES,CCES,NA,x,45.9184,-124.3784,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195695,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,66,20,Abandoned,64.76,NA
402,195697,195697,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,46.0134,-124.4502,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195697,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,322,309,Complete,251.79,NA
543,195699,195699,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,F2,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,44.8276,-125.0377,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195699,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,329,328,Complete,137.49,NA
449,195700,195700,NA,NA,NA,NA,SMX,M,E10,NA,CCES,SMX,NA,x,44.8287,-125.037,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195700,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,325,320,Complete,225,NA
377,195701,195701,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E1_E11,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,43.7122,-124.3731,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Manuel P√©rez Castillo-PUBLIC,z0195701,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,319,298,Complete,91.23,NA
591,195702,195702,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,F2,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.7075,-124.3875,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,331,328,Complete,132.36,NA
515,195703,195703,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,43.6477,-124.8767,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195703,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,324,Complete,95.04,NA
565,195704,195704,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,43.6344,-124.8604,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195704,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,330,327,Complete,154.38,NA
227,195705,195705,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.633,-124.5118,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195705,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,246,171,In.Progress,84.73,NA
516,195706,195706,NA,NA,NA,NA,NA,M,E8,NA,CCES,CCES,NA,x,43.7227,-124.3305,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195706,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,325,Complete,143.66,NA
596,195707,195707,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,CCES,NA,x,43.732,-124.3769,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195707,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,327,Complete,171.28,NA
597,195708,195708,NA,NA,NA,NA,NA,M,Mnov_2_E6,NA,CCES,CCES,NA,x,43.7375,-124.4145,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195708,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,325,Complete,133.78,NA
571,195709,195709,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,CCES,NA,x,43.7381,-124.409,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195709,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,327,Complete,124.42,NA
572,195710,195710,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,CCES,NA,x,43.7475,-124.4251,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195710,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,327,Complete,265.34,NA
566,195711,195711,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E6,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.7455,-124.4272,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195711,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,330,326,Complete,123.37,NA
517,195712,195712,NA,NA,NA,NA,NA,M,F2,NA,CCES,CCES,NA,x,43.7458,-124.4261,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195712,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,326,Complete,119.3,NA
646,195713,195713,NA,NA,NA,NA,NA,F,E6,NA,CCES,CCES,NA,x,43.7434,-124.4173,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195713,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,336,335,Complete,106.56,NA
490,195714,195714,NA,NA,NA,NA,NA,M,F2,NA,CCES,CCES,NA,x,43.7385,-124.4181,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195714,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,327,325,Complete,117.48,NA
555,195715,195715,NA,NA,NA,NA,SMX,F,E10,NA,CCES,SMX,NA,x,43.7338,-124.4206,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Katherina,z0195715,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,329,323,Complete,136.15,NA
592,195716,195716,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,F2,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.7288,-124.437,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,Adam Pack,NA,z0195716,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,331,329,Complete,265.86,NA
518,195717,195717,NA,NA,NA,NA,NA,F,F2,NA,CCES,CCES,NA,x,43.7852,-124.4586,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195717,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,328,Complete,149.28,NA
360,195718,195718,195719,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E7,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.784,-124.4622,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195718,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,315,282,Complete,29.38,NA
491,195720,195720,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,43.7879,-124.4676,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195720,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,327,317,Complete,39.69,NA
94,195721,195721,NA,NA,NA,NA,NA,M,F2,NA,CCES,CCES,NA,x,43.6553,-124.4843,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195721,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,10,1,Abandoned,22.71,NA
462,195722,195722,NA,NA,NA,NA,NA,F,F2,NA,CCES,CCES,NA,x,43.6475,-124.4735,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195722,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,326,325,Complete,245.97,NA
352,187851,187851,195724,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E4,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.0847,-124.6251,2017,BIOPSY-CASCADIA,NA,NA,NA,NA,NA,Nico,z0195724,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,313,294,Complete,81.16,NA
485,195725,195725,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E4,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.6906,-124.4628,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195725,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,327,308,Complete,93.18,NA
321,195726,195726,195744,NA,NA,NA,CentAm,M,E1_E11,NA,CCES,CentAm,x,x,43.7039,-124.4392,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195726,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,302,269,Complete,72.23,NA
438,195727,195727,NA,NA,NA,NA,NA,M,F2,NA,CCES,CCES,NA,x,43.7023,-124.4392,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195727,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,325,310,Complete,83.93,NA
349,195728,195728,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,F2,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.7082,-124.4312,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195728,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,312,282,Complete,83.1,NA
394,195729,195729,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,43.6539,-124.4428,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195729,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,321,311,Complete,68.79,NA
439,195730,195730,NA,NA,NA,NA,NA,F,E15,NA,CCES,CCES,NA,x,43.6558,-124.4496,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195730,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,325,321,Complete,212.86,NA
